Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,Gender,HourlyRate,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeBand,CompanyAgeBand
33,No,Travel_Rarely,134,Research & Development,2,Life Sciences,Male,90,Research Scientist,Single,2500,10515,0,No,14,4,2,3,1,0,2,31–40,0–10
19,Yes,Travel_Rarely,303,Research & Development,2,Life Sciences,Male,47,Laboratory Technician,Single,1102,9241,1,No,22,1,3,1,0,1,0,18–30,0–10
46,No,Travel_Rarely,526,Sales,1,Marketing,Female,92,Sales Executive,Divorced,10453,2137,1,No,25,24,2,24,13,15,7,41–50,21–30
38,No,Travel_Rarely,1380,Research & Development,9,Life Sciences,Female,75,Laboratory Technician,Single,2288,6319,1,No,12,2,3,2,2,2,1,31–40,0–10
31,No,Travel_Rarely,140,Research & Development,12,Medical,Female,95,Research Scientist,Married,3929,6984,8,Yes,23,7,0,4,2,0,2,31–40,0–10
34,No,Travel_Rarely,629,Research & Development,27,Medical,Female,95,Research Scientist,Single,2311,5711,2,No,15,9,3,3,2,1,2,31–40,0–10
41,Yes,Travel_Rarely,1356,Sales,20,Marketing,Female,70,Sales Representative,Single,3140,21728,1,Yes,22,4,5,4,3,0,2,41–50,0–10
50,No,Travel_Rarely,328,Research & Development,1,Medical,Male,86,Laboratory Technician,Married,3690,3425,2,No,15,5,2,3,2,0,2,41–50,0–10
53,No,Travel_Rarely,1084,Research & Development,13,Medical,Female,57,Manufacturing Director,Divorced,4450,26250,1,No,11,5,3,4,2,1,3,51–60,0–10
33,No,Travel_Rarely,931,Research & Development,14,Medical,Female,72,Research Scientist,Married,2756,4673,1,No,13,8,5,8,7,1,6,31–40,0–10
40,No,Travel_Rarely,989,Research & Development,4,Medical,Female,46,Manager,Married,19033,6499,1,No,14,21,2,20,8,9,9,31–40,11–20
55,No,Travel_Rarely,692,Research & Development,14,Medical,Male,61,Research Director,Single,18722,13339,8,No,11,36,3,24,15,2,15,51–60,21–30
34,No,Travel_Frequently,1069,Research & Development,2,Life Sciences,Male,45,Manufacturing Director,Married,9547,14074,1,No,17,10,2,10,9,1,9,31–40,0–10
51,No,Travel_Rarely,313,Research & Development,3,Medical,Female,98,Healthcare Representative,Single,13734,7192,3,No,18,21,6,7,7,1,0,51–60,0–10
52,No,Travel_Rarely,699,Research & Development,1,Life Sciences,Male,65,Manager,Married,19999,5678,0,No,14,34,5,33,18,11,9,51–60,31–40
27,No,Travel_Rarely,894,Research & Development,9,Medical,Female,99,Research Scientist,Single,2279,11781,1,No,16,7,2,7,7,0,3,18–30,0–10
35,Yes,Travel_Rarely,556,Research & Development,23,Life Sciences,Male,50,Manufacturing Director,Married,5916,15497,3,Yes,13,8,1,1,0,0,1,31–40,0–10
43,No,Non-Travel,1344,Research & Development,7,Medical,Male,37,Research Scientist,Divorced,2089,5228,4,No,14,7,3,5,4,2,2,41–50,0–10
45,No,Non-Travel,1195,Research & Development,2,Medical,Male,65,Manager,Married,16792,20462,9,No,23,22,1,20,8,11,8,41–50,11–20
37,No,Travel_Rarely,290,Research & Development,21,Life Sciences,Male,65,Research Scientist,Married,3564,22977,1,Yes,12,8,3,8,7,1,7,31–40,0–10
35,No,Travel_Frequently,138,Research & Development,2,Medical,Female,37,Laboratory Technician,Single,4425,15986,5,No,11,10,5,6,2,1,2,31–40,0–10
42,No,Non-Travel,926,Research & Development,21,Medical,Female,36,Manufacturing Director,Divorced,5265,16439,2,No,16,11,5,5,3,0,2,41–50,0–10
38,No,Travel_Rarely,1261,Research & Development,2,Life Sciences,Male,88,Manufacturing Director,Married,6553,7259,9,No,14,14,3,1,0,0,0,31–40,0–10
38,No,Travel_Rarely,1084,Research & Development,29,Technical Degree,Male,54,Manufacturing Director,Married,6261,4185,3,No,18,9,3,7,7,1,7,31–40,0–10
27,No,Travel_Frequently,472,Research & Development,1,Technical Degree,Male,60,Manufacturing Director,Married,4298,9679,5,No,19,6,1,2,2,2,0,18–30,0–10
49,No,Non-Travel,1002,Research & Development,18,Life Sciences,Male,92,Manufacturing Director,Divorced,6804,23793,1,Yes,15,7,0,7,7,1,7,41–50,0–10
34,No,Travel_Frequently,878,Research & Development,10,Medical,Male,43,Research Scientist,Divorced,3815,5972,1,Yes,17,5,4,5,3,2,0,31–40,0–10
40,No,Travel_Rarely,905,Research & Development,19,Medical,Male,99,Laboratory Technician,Married,2741,16523,8,Yes,15,15,2,7,2,3,7,31–40,0–10
38,Yes,Travel_Rarely,1180,Research & Development,29,Medical,Male,70,Healthcare Representative,Married,6673,11354,7,Yes,19,17,2,1,0,0,0,31–40,0–10
29,Yes,Travel_Rarely,121,Sales,27,Marketing,Female,35,Sales Executive,Married,7639,24525,1,No,22,10,3,10,4,1,9,18–30,0–10
22,No,Travel_Rarely,1136,Research & Development,5,Life Sciences,Male,60,Research Scientist,Divorced,2328,12392,1,Yes,16,4,2,4,2,2,2,18–30,0–10
36,No,Travel_Frequently,635,Research & Development,18,Medical,Female,73,Laboratory Technician,Single,2153,7703,1,No,13,8,2,8,1,1,7,31–40,0–10
40,No,Non-Travel,1151,Research & Development,9,Life Sciences,Male,63,Healthcare Representative,Married,4876,14242,9,No,14,5,5,3,2,0,2,31–40,0–10
46,No,Travel_Rarely,644,Research & Development,1,Medical,Male,97,Healthcare Representative,Divorced,9396,12368,7,No,16,17,3,4,2,0,3,41–50,0–10
32,Yes,Travel_Rarely,1045,Sales,4,Medical,Male,32,Sales Executive,Married,10400,25812,1,No,11,14,2,14,8,9,8,31–40,11–20
30,No,Non-Travel,829,Research & Development,1,Life Sciences,Male,88,Manufacturing Director,Single,8474,20925,1,No,22,12,2,11,8,5,8,18–30,11–20
27,No,Travel_Frequently,1242,Sales,20,Life Sciences,Female,90,Sales Executive,Single,9981,12916,1,No,14,7,2,7,7,0,7,18–30,0–10
51,No,Travel_Rarely,1469,Research & Development,8,Life Sciences,Male,81,Research Director,Married,12490,15736,5,No,16,16,5,10,9,4,7,51–60,0–10
30,Yes,Travel_Rarely,1005,Research & Development,3,Technical Degree,Female,88,Research Scientist,Single,2657,8556,5,Yes,11,8,5,5,2,0,4,18–30,0–10
41,No,Travel_Rarely,896,Sales,6,Life Sciences,Female,75,Manager,Single,13591,14674,3,Yes,18,16,3,1,0,0,0,41–50,0–10
30,Yes,Travel_Frequently,334,Sales,26,Marketing,Female,52,Sales Executive,Single,6696,22967,5,No,15,9,5,6,3,0,1,18–30,0–10
29,Yes,Travel_Rarely,992,Research & Development,1,Technical Degree,Male,85,Research Scientist,Single,2058,19757,0,No,14,7,1,6,2,1,5,18–30,0–10
45,No,Non-Travel,1052,Sales,6,Medical,Female,57,Sales Executive,Single,8865,16840,6,No,12,23,2,19,7,12,8,41–50,11–20
54,No,Travel_Rarely,1147,Sales,3,Marketing,Female,52,Sales Executive,Married,5940,17011,2,No,14,16,4,6,2,0,5,51–60,0–10
36,No,Travel_Rarely,1396,Research & Development,5,Life Sciences,Male,62,Laboratory Technician,Single,5914,9945,8,No,16,16,3,13,11,3,7,31–40,11–20
33,No,Travel_Rarely,147,Research & Development,4,Medical,Female,47,Research Scientist,Married,2622,13248,6,No,21,7,3,3,2,1,1,31–40,0–10
37,No,Travel_Frequently,663,Research & Development,11,Other,Male,47,Research Director,Divorced,12185,10056,1,Yes,14,10,1,10,8,0,7,31–40,0–10
38,No,Travel_Rarely,119,Sales,3,Life Sciences,Male,76,Sales Executive,Divorced,10609,9647,0,No,12,17,6,16,10,5,13,31–40,11–20
31,No,Non-Travel,979,Research & Development,1,Medical,Male,90,Manufacturing Director,Married,4345,4381,0,No,12,6,2,5,4,1,4,31–40,0–10
59,No,Travel_Rarely,142,Research & Development,3,Life Sciences,Male,70,Research Scientist,Married,2177,8456,3,No,17,7,6,1,0,0,0,51–60,0–10
37,No,Travel_Frequently,319,Sales,4,Marketing,Male,41,Sales Representative,Divorced,2793,2539,4,No,17,13,2,9,8,5,8,31–40,0–10
29,No,Travel_Frequently,1413,Sales,1,Medical,Female,42,Sales Executive,Married,7918,6599,1,No,14,11,5,11,10,4,1,18–30,11–20
35,No,Travel_Frequently,944,Sales,1,Marketing,Female,92,Sales Executive,Single,8789,9096,1,No,14,10,3,10,7,0,8,31–40,0–10
29,Yes,Travel_Rarely,896,Research & Development,18,Medical,Male,86,Research Scientist,Single,2389,14961,1,Yes,13,4,3,4,3,0,1,18–30,0–10
52,No,Travel_Rarely,1323,Research & Development,2,Life Sciences,Female,89,Laboratory Technician,Single,3212,3300,7,No,15,6,3,2,2,2,2,51–60,0–10
42,No,Travel_Rarely,532,Research & Development,4,Technical Degree,Male,58,Manager,Married,19232,4933,1,No,11,22,3,22,17,11,15,41–50,21–30
59,No,Travel_Rarely,818,Human Resources,6,Medical,Male,52,Human Resources,Married,2267,25657,8,No,17,7,2,2,2,2,2,51–60,0–10
50,No,Travel_Rarely,854,Sales,1,Medical,Female,68,Manager,Divorced,19517,24118,3,No,11,32,3,7,0,0,6,41–50,0–10
33,Yes,Travel_Rarely,813,Research & Development,14,Medical,Male,58,Laboratory Technician,Married,2436,22149,5,Yes,13,8,2,5,4,0,4,31–40,0–10
43,No,Travel_Rarely,1034,Sales,16,Marketing,Female,80,Manager,Married,16064,7744,5,Yes,22,22,3,17,13,1,9,41–50,11–20
33,Yes,Travel_Rarely,465,Research & Development,2,Life Sciences,Female,39,Laboratory Technician,Married,2707,21509,7,No,20,13,3,9,7,1,7,31–40,0–10
52,No,Non-Travel,771,Sales,2,Life Sciences,Male,79,Manager,Single,19068,21030,1,Yes,18,33,2,33,7,15,12,51–60,31–40
32,No,Travel_Rarely,1401,Sales,4,Life Sciences,Female,56,Sales Representative,Married,3931,20990,2,No,11,6,5,4,3,1,2,31–40,0–10
32,Yes,Travel_Rarely,515,Research & Development,1,Life Sciences,Male,62,Laboratory Technician,Single,3730,9571,0,Yes,14,4,2,3,2,1,2,31–40,0–10
39,No,Travel_Rarely,1431,Research & Development,1,Medical,Female,96,Laboratory Technician,Divorced,2232,15417,7,No,14,7,1,3,2,1,2,31–40,0–10
32,No,Non-Travel,976,Sales,26,Marketing,Male,100,Sales Executive,Married,4465,12069,0,No,18,4,2,3,2,2,2,31–40,0–10
41,No,Travel_Rarely,1411,Research & Development,19,Life Sciences,Male,36,Research Scientist,Divorced,3072,19877,2,No,16,17,2,1,0,0,0,41–50,0–10
40,No,Travel_Rarely,1300,Research & Development,24,Technical Degree,Male,62,Research Scientist,Divorced,3319,24447,1,No,17,9,3,9,8,4,7,31–40,0–10
45,No,Travel_Rarely,252,Research & Development,1,Other,Male,70,Manager,Married,19202,15970,0,No,11,25,2,24,0,1,7,41–50,21–30
31,No,Travel_Frequently,1327,Research & Development,3,Medical,Male,73,Research Director,Divorced,13675,13523,9,No,12,9,3,2,2,2,2,31–40,0–10
33,No,Travel_Rarely,832,Research & Development,5,Life Sciences,Female,63,Research Scientist,Married,2911,14776,1,No,13,2,2,2,2,0,2,31–40,0–10
34,No,Travel_Rarely,470,Research & Development,2,Life Sciences,Male,84,Manufacturing Director,Married,5957,23687,6,No,13,13,3,11,9,5,9,31–40,11–20
37,No,Travel_Rarely,1017,Research & Development,1,Medical,Female,83,Research Scientist,Married,3920,18697,2,No,14,17,2,3,1,0,2,31–40,0–10
45,No,Travel_Frequently,1199,Research & Development,7,Life Sciences,Male,77,Manufacturing Director,Married,6434,5118,4,No,17,9,1,3,2,0,2,41–50,0–10
37,Yes,Travel_Frequently,504,Research & Development,10,Medical,Male,61,Manufacturing Director,Divorced,10048,22573,6,No,11,17,5,1,0,0,0,31–40,0–10
39,No,Travel_Frequently,505,Research & Development,2,Technical Degree,Female,64,Healthcare Representative,Single,10938,6420,0,No,25,20,1,19,6,11,8,31–40,11–20
29,No,Travel_Rarely,665,Research & Development,15,Life Sciences,Male,60,Research Scientist,Single,2340,22673,1,No,19,6,1,6,5,1,5,18–30,0–10
42,No,Travel_Rarely,916,Research & Development,17,Life Sciences,Female,82,Research Scientist,Single,6545,23016,3,Yes,13,10,1,3,2,0,2,41–50,0–10
29,No,Travel_Rarely,1247,Sales,20,Marketing,Male,45,Sales Executive,Divorced,6931,10732,2,No,14,10,2,3,2,0,2,18–30,0–10
25,No,Travel_Rarely,685,Research & Development,1,Life Sciences,Female,62,Manufacturing Director,Married,4898,7505,0,No,12,5,3,4,2,1,2,18–30,0–10
42,No,Travel_Rarely,269,Research & Development,2,Medical,Female,56,Laboratory Technician,Divorced,2593,8007,0,Yes,11,10,4,9,6,7,8,41–50,0–10
40,No,Travel_Rarely,1416,Research & Development,2,Medical,Male,49,Research Director,Divorced,19436,5949,0,No,19,22,5,21,7,3,9,31–40,21–30
51,No,Travel_Rarely,833,Research & Development,1,Life Sciences,Male,96,Research Scientist,Married,2723,23231,1,No,11,1,0,1,0,0,0,51–60,0–10
31,Yes,Travel_Frequently,307,Research & Development,29,Medical,Male,71,Laboratory Technician,Single,3479,11652,0,No,11,6,2,5,4,1,4,31–40,0–10
32,No,Travel_Frequently,1311,Research & Development,7,Life Sciences,Male,100,Laboratory Technician,Married,2794,26062,1,No,20,5,3,5,1,0,3,31–40,0–10
38,No,Non-Travel,1327,Sales,2,Life Sciences,Male,39,Sales Executive,Married,5249,19682,3,No,18,13,0,8,7,7,5,31–40,0–10
32,No,Travel_Rarely,128,Research & Development,2,Technical Degree,Male,84,Laboratory Technician,Single,2176,19737,4,No,13,9,5,6,2,0,4,31–40,0–10
46,No,Travel_Rarely,488,Sales,2,Technical Degree,Female,75,Manager,Married,16872,14977,3,Yes,12,28,2,7,7,7,7,41–50,0–10
28,Yes,Travel_Rarely,529,Research & Development,2,Life Sciences,Male,79,Laboratory Technician,Single,3485,14935,2,No,11,5,5,0,0,0,0,18–30,0
29,No,Travel_Rarely,1210,Sales,2,Medical,Male,78,Sales Executive,Married,6644,3687,2,No,19,10,2,0,0,0,0,18–30,0
31,No,Travel_Rarely,1463,Research & Development,23,Medical,Male,64,Healthcare Representative,Married,5582,14408,0,No,21,10,2,9,0,7,8,31–40,0–10
25,No,Non-Travel,675,Research & Development,5,Life Sciences,Male,85,Healthcare Representative,Divorced,4000,18384,1,No,12,6,2,6,3,1,5,18–30,0–10
45,No,Travel_Rarely,1385,Research & Development,20,Medical,Male,79,Healthcare Representative,Married,13496,7501,0,Yes,14,21,2,20,7,4,10,41–50,11–20
36,No,Travel_Rarely,1403,Research & Development,6,Life Sciences,Male,47,Laboratory Technician,Married,3210,20251,0,No,11,16,4,15,13,10,11,31–40,11–20
55,No,Travel_Rarely,452,Research & Development,1,Medical,Male,81,Manager,Single,19045,18938,0,Yes,14,37,2,36,10,4,13,51–60,31–40
47,Yes,Non-Travel,666,Research & Development,29,Life Sciences,Male,88,Manager,Married,11849,10268,1,Yes,12,10,2,10,7,9,9,41–50,0–10
28,No,Travel_Rarely,1158,Research & Development,9,Medical,Male,94,Research Scientist,Married,2070,2613,1,No,23,5,3,5,2,0,4,18–30,0–10
37,No,Travel_Rarely,228,Sales,6,Medical,Male,98,Sales Executive,Married,6502,22825,4,No,14,7,5,5,4,0,1,31–40,0–10
21,No,Travel_Rarely,996,Research & Development,3,Medical,Male,100,Research Scientist,Single,3230,10531,1,No,17,3,4,3,2,1,0,18–30,0–10
37,No,Non-Travel,728,Research & Development,1,Medical,Female,80,Research Director,Divorced,13603,11677,2,Yes,18,15,2,5,2,0,2,31–40,0–10
35,No,Travel_Rarely,1315,Research & Development,22,Life Sciences,Female,71,Manager,Divorced,11996,19100,7,No,18,10,6,7,7,6,2,31–40,0–10
38,No,Travel_Rarely,322,Sales,7,Medical,Female,44,Sales Executive,Divorced,5605,19191,1,Yes,24,8,3,8,0,7,7,31–40,0–10
26,No,Travel_Frequently,1479,Research & Development,1,Life Sciences,Female,84,Manufacturing Director,Divorced,6397,26767,1,No,20,6,6,6,5,1,4,18–30,0–10
50,No,Travel_Rarely,797,Research & Development,4,Life Sciences,Male,96,Research Director,Divorced,19144,15815,3,No,14,28,4,10,4,1,6,41–50,0–10
53,No,Travel_Rarely,1070,Research & Development,3,Medical,Male,45,Research Director,Married,17584,21016,3,Yes,16,21,5,5,3,1,3,51–60,0–10
42,No,Travel_Rarely,635,Sales,1,Life Sciences,Male,99,Sales Executive,Married,4907,24532,1,No,25,20,3,20,16,11,6,41–50,11–20
29,No,Travel_Frequently,442,Sales,2,Life Sciences,Male,44,Sales Executive,Single,4554,20260,1,No,18,10,3,10,7,0,9,18–30,0–10
55,No,Travel_Rarely,147,Research & Development,20,Technical Degree,Male,37,Laboratory Technician,Married,5415,15972,3,Yes,19,12,4,10,7,0,8,51–60,0–10
26,No,Travel_Frequently,496,Research & Development,11,Medical,Male,60,Healthcare Representative,Married,4741,22722,1,Yes,13,5,3,5,3,3,3,18–30,0–10
37,No,Travel_Rarely,1372,Research & Development,1,Life Sciences,Female,42,Research Scientist,Single,2115,15881,1,No,12,17,3,17,12,5,7,31–40,11–20
44,Yes,Travel_Frequently,920,Research & Development,24,Life Sciences,Male,43,Laboratory Technician,Divorced,3161,19920,3,Yes,22,19,0,1,0,0,0,41–50,0–10
38,No,Travel_Rarely,688,Research & Development,23,Life Sciences,Male,82,Healthcare Representative,Divorced,5745,18899,9,No,14,10,2,2,2,1,2,31–40,0–10
26,Yes,Travel_Rarely,1449,Research & Development,16,Medical,Male,45,Laboratory Technician,Divorced,2373,14180,2,Yes,13,5,2,3,2,0,2,18–30,0–10
28,No,Travel_Rarely,1117,Research & Development,8,Life Sciences,Female,66,Research Scientist,Single,3310,4488,1,No,21,5,3,5,3,0,2,18–30,0–10
49,No,Travel_Frequently,636,Research & Development,10,Life Sciences,Female,35,Research Director,Single,18665,25594,9,Yes,11,22,4,3,2,1,2,41–50,0–10
36,No,Travel_Rarely,506,Research & Development,3,Technical Degree,Male,30,Research Scientist,Single,4485,26285,4,No,12,10,2,8,0,7,7,31–40,0–10
31,No,Travel_Frequently,444,Sales,5,Marketing,Female,84,Sales Representative,Divorced,2789,3909,1,No,11,2,5,2,2,2,2,31–40,0–10
26,Yes,Travel_Rarely,950,Sales,4,Marketing,Male,48,Sales Executive,Single,5828,8450,1,Yes,12,8,0,8,7,7,4,18–30,0–10
37,No,Travel_Frequently,889,Research & Development,9,Medical,Male,53,Research Scientist,Married,2326,11411,1,Yes,12,4,3,4,2,1,2,31–40,0–10
42,No,Travel_Frequently,555,Sales,26,Marketing,Female,77,Sales Executive,Married,13525,14864,5,No,14,23,2,20,4,4,8,41–50,11–20
18,Yes,Travel_Rarely,230,Research & Development,3,Life Sciences,Male,54,Laboratory Technician,Single,1420,25233,1,No,13,0,2,0,0,0,0,0,0
35,No,Travel_Rarely,1232,Sales,16,Marketing,Male,96,Sales Executive,Married,8020,5100,0,No,15,12,3,11,9,6,9,31–40,11–20
36,No,Travel_Frequently,566,Research & Development,18,Life Sciences,Male,81,Laboratory Technician,Married,3688,7122,4,No,18,4,2,1,0,0,0,31–40,0–10
51,No,Travel_Rarely,1302,Research & Development,2,Medical,Male,84,Manufacturing Director,Divorced,5482,16321,5,No,18,13,3,4,1,1,2,51–60,0–10
41,No,Travel_Rarely,334,Sales,2,Life Sciences,Male,88,Manager,Single,16015,15896,1,No,19,22,2,22,10,0,4,41–50,21–30
18,No,Travel_Rarely,812,Sales,10,Medical,Female,69,Sales Representative,Single,1200,9724,1,No,12,0,2,0,0,0,0,0,0
28,No,Travel_Rarely,1476,Research & Development,16,Medical,Male,68,Healthcare Representative,Single,5661,4824,0,No,19,9,2,8,3,0,7,18–30,0–10
31,No,Travel_Rarely,218,Sales,7,Technical Degree,Male,100,Sales Executive,Married,6929,12241,4,No,11,10,3,8,7,7,7,31–40,0–10
39,No,Travel_Rarely,1132,Research & Development,1,Medical,Male,48,Healthcare Representative,Divorced,9613,10942,0,No,17,19,5,18,10,3,7,31–40,11–20
36,No,Non-Travel,1105,Research & Development,24,Life Sciences,Female,47,Laboratory Technician,Married,5674,6927,7,No,15,11,3,9,8,0,8,31–40,0–10
32,No,Travel_Rarely,906,Sales,7,Life Sciences,Male,91,Sales Executive,Married,5484,16985,1,No,14,13,3,13,8,4,8,31–40,11–20
38,No,Travel_Rarely,849,Research & Development,25,Life Sciences,Female,81,Research Director,Married,12061,26707,3,No,17,19,2,10,8,0,1,31–40,0–10
58,No,Non-Travel,390,Research & Development,1,Life Sciences,Male,32,Healthcare Representative,Divorced,5660,17056,2,Yes,13,12,2,5,3,1,2,51–60,0–10
31,No,Travel_Rarely,691,Research & Development,5,Technical Degree,Male,86,Research Scientist,Married,4821,10077,0,Yes,12,6,4,5,2,0,3,31–40,0–10
31,No,Travel_Rarely,106,Human Resources,2,Human Resources,Male,62,Human Resources,Married,6410,17822,3,No,12,9,1,2,2,1,0,31–40,0–10
45,No,Travel_Frequently,1249,Research & Development,7,Life Sciences,Male,97,Laboratory Technician,Divorced,5210,20308,1,No,18,24,2,24,9,9,11,41–50,21–30
31,No,Travel_Rarely,192,Research & Development,2,Life Sciences,Male,32,Research Scientist,Divorced,2695,7747,0,Yes,18,3,2,2,2,2,2,31–40,0–10
33,No,Travel_Frequently,553,Research & Development,5,Life Sciences,Female,74,Manager,Married,11878,23364,6,No,11,12,2,10,6,8,8,31–40,0–10
39,No,Travel_Rarely,117,Research & Development,10,Medical,Male,99,Manager,Married,17068,5355,1,Yes,14,21,3,21,9,11,10,31–40,21–30
43,No,Travel_Frequently,185,Research & Development,10,Life Sciences,Female,33,Laboratory Technician,Single,2455,10675,0,No,19,9,5,8,7,1,7,41–50,0–10
49,No,Travel_Rarely,1091,Research & Development,1,Technical Degree,Female,90,Healthcare Representative,Single,13964,17810,7,Yes,12,25,2,7,1,0,7,41–50,0–10
52,Yes,Travel_Rarely,723,Research & Development,8,Medical,Male,85,Research Scientist,Married,4941,17747,2,No,15,11,3,8,2,7,7,51–60,0–10
27,No,Travel_Rarely,1220,Research & Development,5,Life Sciences,Female,85,Research Scientist,Single,2478,20938,1,Yes,12,4,2,4,3,1,2,18–30,0–10
